reference,solution,solved,nb_steps,wall_ms
"LIST|COUNT,<0,0|TAKE,1,0",None,False,1000,32.9132080078125
"LIST|FILTER,<0,0|ZIPWITH,*,0,1",None,False,1000,31.915664672851562
"LIST|FILTER,<0,0|ZIPWITH,*,1,1",None,False,1000,25.171518325805664
"LIST|FILTER,>0,0|MAP,*-1,1","LIST|MAP,*-1,0|FILTER,<0,1",True,590,10.005712509155273
"LIST|FILTER,>0,0|TAIL,1","LIST|FILTER,>0,0|TAIL,1",True,835,18.744707107543945
"LIST|FILTER,EVEN,0|MAP,+1,1","LIST|MAP,+1,0|FILTER,ODD,1",True,354,7.740974426269531
"LIST|FILTER,ODD,0|COUNT,>0,1","LIST|FILTER,>0,0|COUNT,ODD,1",True,842,21.32105827331543
"LIST|FILTER,ODD,0|MAP,*4,1",None,False,1000,19.32048797607422
"LIST|INT|MAP,/3,0|ACCESS,1,2",LIST|INT,True,1,0.0
"LIST|INT|SCAN1L,-,0|TAKE,1,2","LIST|INT|TAKE,1,0|SCAN1L,-,2",True,437,9.31859016418457
"LIST|INT|SCAN1L,max,0|TAKE,1,2","LIST|INT|TAKE,1,0|SCAN1L,max,2",True,402,7.975101470947266
"LIST|INT|TAKE,1,0|REVERSE,2","LIST|INT|HEAD,0|REVERSE,0",True,6,1.0077953338623047
"LIST|INT|TAKE,1,0|SCAN1L,*,2","LIST|INT|HEAD,0|SCAN1L,*,0",True,35,1.003265380859375
"LIST|INT|TAKE,1,0|ZIPWITH,+,2,2","LIST|INT|HEAD,0|MAP,*2,0",True,17,0.9922981262207031
"LIST|LIST|COUNT,<0,0|TAKE,2,1",None,False,1002,34.51824188232422
"LIST|LIST|FILTER,<0,1|ZIPWITH,max,2,0",None,False,1002,18.399715423583984
"LIST|LIST|FILTER,<0,1|ZIPWITH,min,2,0",None,False,1002,20.39361000061035
"LIST|LIST|FILTER,>0,1|ZIPWITH,+,0,2",None,False,1002,27.556180953979492
"LIST|LIST|FILTER,ODD,1|ZIPWITH,max,0,2",None,False,1002,28.836488723754883
"LIST|LIST|INT|DROP,2,0|ZIPWITH,+,1,3","LIST|LIST|INT|HEAD,0|DROP,2,0",True,22,0.0
"LIST|LIST|INT|DROP,2,1|ZIPWITH,+,3,0","LIST|LIST|INT|HEAD,0|DROP,2,0",True,22,0.8995532989501953
"LIST|LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,3,2",None,False,1000,20.958423614501953
"LIST|LIST|LIST|ZIPWITH,*,1,2|ZIPWITH,*,3,0",None,False,1000,16.71767234802246
"LIST|LIST|LIST|ZIPWITH,+,1,2|ZIPWITH,+,3,0",None,False,1000,34.03043746948242
"LIST|LIST|LIST|ZIPWITH,+,2,1|ZIPWITH,*,3,0",None,False,1000,30.049562454223633
"LIST|LIST|LIST|ZIPWITH,-,0,1|ZIPWITH,*,3,2",None,False,1000,17.312049865722656
"LIST|LIST|LIST|ZIPWITH,-,1,2|ZIPWITH,+,0,3",None,False,1000,23.311138153076172
"LIST|LIST|LIST|ZIPWITH,min,0,2|ZIPWITH,max,3,1",None,False,1000,24.29676055908203
"LIST|LIST|MAP,**2,0|ZIPWITH,*,2,1",None,False,1000,18.296003341674805
"LIST|LIST|MAP,*3,0|ZIPWITH,-,2,1",None,False,1000,23.407697677612305
"LIST|LIST|MAP,-1,0|ZIPWITH,*,1,2",None,False,1000,19.535541534423828
"LIST|LIST|MAP,-1,1|ZIPWITH,max,2,0",None,False,1002,24.37615394592285
"LIST|LIST|MAP,/3,0|ZIPWITH,*,1,2",None,False,1000,26.37791633605957
"LIST|LIST|MAP,/3,0|ZIPWITH,-,2,1",None,False,1002,19.260168075561523
"LIST|LIST|MAP,/4,1|ZIPWITH,max,2,0",None,False,1002,24.265527725219727
"LIST|LIST|SCAN1L,-,0|ZIPWITH,*,1,2",None,False,1000,25.34174919128418
"LIST|LIST|SCAN1L,-,1|ZIPWITH,max,0,2",None,False,1001,25.34961700439453
"LIST|LIST|SCAN1L,-,1|ZIPWITH,max,2,0",None,False,1001,32.9890251159668
"LIST|LIST|SORT,1|ZIPWITH,*,0,2",None,False,1000,39.22533988952637
"LIST|LIST|TAIL,0|TAKE,2,1","LIST|LIST|TAIL,0|TAKE,2,1",True,189,7.368326187133789
"LIST|LIST|ZIPWITH,*,0,0|ZIPWITH,max,1,2",None,False,1000,21.967172622680664
"LIST|LIST|ZIPWITH,*,0,1|FILTER,>0,2",None,False,1000,37.110328674316406
"LIST|LIST|ZIPWITH,*,0,1|REVERSE,2",None,False,1000,26.223421096801758
"LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,2,2",None,False,1000,33.539772033691406
"LIST|LIST|ZIPWITH,*,1,0|ZIPWITH,+,1,2",None,False,1000,32.54270553588867
"LIST|LIST|ZIPWITH,*,1,1|ZIPWITH,-,0,2",None,False,1001,19.483089447021484
"LIST|LIST|ZIPWITH,+,0,1|MINIMUM,2",None,False,1002,20.190715789794922
"LIST|LIST|ZIPWITH,-,0,0|ZIPWITH,*,1,2",None,False,1000,21.21710777282715
"LIST|LIST|ZIPWITH,-,0,0|ZIPWITH,*,2,1",None,False,1000,30.316829681396484
"LIST|LIST|ZIPWITH,-,0,1|ZIPWITH,*,0,2",None,False,1000,21.21710777282715
"LIST|LIST|ZIPWITH,-,1,0|ZIPWITH,+,2,1",None,False,1000,32.3178768157959
"LIST|LIST|ZIPWITH,max,0,1|MAP,+1,2",None,False,1002,21.09837532043457
"LIST|LIST|ZIPWITH,max,1,0|ZIPWITH,*,1,2",None,False,1000,32.50622749328613
"LIST|LIST|ZIPWITH,max,1,0|ZIPWITH,min,2,2","LIST|LIST|HEAD,0|ZIPWITH,max,0,1",True,85,1.9953250885009766
"LIST|LIST|ZIPWITH,min,0,1|ZIPWITH,min,0,2","LIST|LIST|HEAD,0|ZIPWITH,min,0,1",True,81,1.9998550415039062
"LIST|LIST|ZIPWITH,min,1,0|FILTER,EVEN,2",None,False,1002,32.677650451660156
"LIST|LIST|ZIPWITH,min,1,0|MAP,/4,2",None,False,1002,33.67781639099121
"LIST|MAP,**2,0|FILTER,<0,1","LIST|MAP,*2,0|FILTER,ODD,1",True,552,12.40682601928711
"LIST|MAP,*-1,0|COUNT,>0,1","LIST|HEAD,0|COUNT,<0,0",True,27,0.0
"LIST|MAP,*-1,0|SCAN1L,max,1","LIST|MAP,*-1,0|SCAN1L,max,1",True,612,14.268875122070312
"LIST|MAP,*-1,0|TAIL,1","LIST|MAP,*-1,0|TAIL,1",True,557,18.268585205078125
"LIST|MAP,*2,0|SCAN1L,max,1","LIST|MAP,*2,0|SCAN1L,max,1",True,532,16.25800132751465
"LIST|MAP,*2,0|ZIPWITH,*,1,1","LIST|MAP,*2,0|MAP,**2,1",True,536,13.257265090942383
"LIST|MAP,*3,0|ZIPWITH,min,0,1","LIST|MAP,*3,0|ZIPWITH,min,1,0",True,825,28.650522232055664
"LIST|MAP,*4,0|MAP,**2,1",None,False,1000,37.41264343261719
"LIST|MAP,*4,0|REVERSE,1","LIST|REVERSE,0|MAP,*4,1",True,184,4.000425338745117
"LIST|MAP,*4,0|ZIPWITH,-,1,0","LIST|HEAD,0|MAP,*3,0",True,18,0.0
"LIST|MAP,+1,0|COUNT,>0,1","LIST|HEAD,0|COUNT,>0,0",True,26,0.9980201721191406
"LIST|MAP,+1,0|REVERSE,1","LIST|REVERSE,0|MAP,+1,1",True,168,3.0007362365722656
"LIST|MAP,+1,0|ZIPWITH,max,1,0","LIST|HEAD,0|MAP,+1,0",True,12,1.0001659393310547
"LIST|MAP,-1,0|FILTER,>0,1","LIST|MAP,-1,0|FILTER,>0,1",True,428,9.392738342285156
"LIST|MAP,-1,0|FILTER,ODD,1","LIST|MAP,-1,0|FILTER,ODD,1",True,434,10.395526885986328
"LIST|MAP,/2,0|ZIPWITH,max,1,1","LIST|HEAD,0|MAP,/2,0",True,15,1.0027885437011719
"LIST|MAP,/4,0|HEAD,1","LIST|MAP,/4,0|HEAD,1",True,715,21.819353103637695
"LIST|MAP,/4,0|MAXIMUM,1","LIST|MAP,/4,0|MAXIMUM,1",True,721,24.843931198120117
"LIST|MAP,/4,0|ZIPWITH,min,1,1","LIST|HEAD,0|MAP,/4,0",True,21,0.9992122650146484
