reference,solution,solved,nb_steps,wall_ms
"LIST|COUNT,<0,0|TAKE,1,0","LIST|COUNT,<0,0|TAKE,1,0",True,1080,38.97523880004883
"LIST|FILTER,<0,0|ZIPWITH,*,0,1","LIST|FILTER,<0,0|ZIPWITH,*,1,0",True,1301,35.973548889160156
"LIST|FILTER,<0,0|ZIPWITH,*,1,1","LIST|FILTER,<0,0|MAP,**2,1",True,1257,37.561893463134766
"LIST|FILTER,>0,0|MAP,*-1,1","LIST|MAP,*-1,0|FILTER,<0,1",True,590,13.344764709472656
"LIST|FILTER,>0,0|TAIL,1","LIST|FILTER,>0,0|TAIL,1",True,835,17.02260971069336
"LIST|FILTER,EVEN,0|MAP,+1,1","LIST|MAP,+1,0|FILTER,ODD,1",True,354,6.999492645263672
"LIST|FILTER,ODD,0|COUNT,>0,1","LIST|FILTER,>0,0|COUNT,ODD,1",True,842,29.555082321166992
"LIST|FILTER,ODD,0|MAP,*4,1","LIST|FILTER,ODD,0|MAP,*4,1",True,1343,45.99642753601074
"LIST|INT|MAP,/3,0|ACCESS,1,2",LIST|INT,True,1,0.0
"LIST|INT|SCAN1L,-,0|TAKE,1,2","LIST|INT|TAKE,1,0|SCAN1L,-,2",True,437,16.009807586669922
"LIST|INT|SCAN1L,max,0|TAKE,1,2","LIST|INT|TAKE,1,0|SCAN1L,max,2",True,402,15.012264251708984
"LIST|INT|TAKE,1,0|REVERSE,2","LIST|INT|HEAD,0|REVERSE,0",True,6,0.0
"LIST|INT|TAKE,1,0|SCAN1L,*,2","LIST|INT|HEAD,0|SCAN1L,*,0",True,35,2.012014389038086
"LIST|INT|TAKE,1,0|ZIPWITH,+,2,2","LIST|INT|HEAD,0|MAP,*2,0",True,17,0.9918212890625
"LIST|LIST|COUNT,<0,0|TAKE,2,1","LIST|LIST|COUNT,<0,0|TAKE,2,1",True,4118,130.35011291503906
"LIST|LIST|FILTER,<0,1|ZIPWITH,max,2,0","LIST|LIST|FILTER,<0,1|ZIPWITH,max,2,0",True,3382,109.24029350280762
"LIST|LIST|FILTER,<0,1|ZIPWITH,min,2,0","LIST|LIST|FILTER,<0,1|ZIPWITH,min,2,0",True,3373,108.6885929107666
"LIST|LIST|FILTER,>0,1|ZIPWITH,+,0,2","LIST|LIST|FILTER,>0,1|ZIPWITH,+,2,0",True,3346,84.24735069274902
"LIST|LIST|FILTER,ODD,1|ZIPWITH,max,0,2","LIST|LIST|FILTER,ODD,1|ZIPWITH,max,2,0",True,3787,81.60972595214844
"LIST|LIST|INT|DROP,2,0|ZIPWITH,+,1,3","LIST|LIST|INT|HEAD,0|DROP,2,0",True,22,1.0004043579101562
"LIST|LIST|INT|DROP,2,1|ZIPWITH,+,3,0","LIST|LIST|INT|HEAD,0|DROP,2,0",True,22,0.0
"LIST|LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,3,2",None,False,10000,270.2374458312988
"LIST|LIST|LIST|ZIPWITH,*,1,2|ZIPWITH,*,3,0",None,False,10000,273.5767364501953
"LIST|LIST|LIST|ZIPWITH,+,1,2|ZIPWITH,+,3,0",None,False,10000,247.12562561035156
"LIST|LIST|LIST|ZIPWITH,+,2,1|ZIPWITH,*,3,0",None,False,10000,222.19038009643555
"LIST|LIST|LIST|ZIPWITH,-,0,1|ZIPWITH,*,3,2",None,False,10000,234.47895050048828
"LIST|LIST|LIST|ZIPWITH,-,1,2|ZIPWITH,+,0,3",None,False,10000,269.8853015899658
"LIST|LIST|LIST|ZIPWITH,min,0,2|ZIPWITH,max,3,1",None,False,10000,298.97594451904297
"LIST|LIST|MAP,**2,0|ZIPWITH,*,2,1","LIST|LIST|MAP,**2,0|ZIPWITH,*,2,1",True,2862,62.81781196594238
"LIST|LIST|MAP,*3,0|ZIPWITH,-,2,1","LIST|LIST|MAP,*3,0|ZIPWITH,-,2,1",True,2853,78.82905006408691
"LIST|LIST|MAP,-1,0|ZIPWITH,*,1,2","LIST|LIST|MAP,-1,0|ZIPWITH,*,2,1",True,1782,37.93048858642578
"LIST|LIST|MAP,-1,1|ZIPWITH,max,2,0","LIST|LIST|MAP,-1,1|ZIPWITH,max,2,0",True,1762,44.20804977416992
"LIST|LIST|MAP,/3,0|ZIPWITH,*,1,2","LIST|LIST|MAP,/3,0|ZIPWITH,*,2,1",True,3267,101.53937339782715
"LIST|LIST|MAP,/3,0|ZIPWITH,-,2,1","LIST|LIST|MAP,/3,0|ZIPWITH,-,2,1",True,2632,60.475826263427734
"LIST|LIST|MAP,/4,1|ZIPWITH,max,2,0","LIST|LIST|MAP,/4,1|ZIPWITH,max,2,0",True,2842,74.76210594177246
