reference,solution,solved,nb_steps,wall_ms,best_partial_solution,best_partial_match_fraction
"LIST|COUNT,<0,0|TAKE,1,0",None,False,1000,111.62471771240234,"LIST|FILTER,<0,0|ZIPWITH,max,1,0",0.4
"LIST|FILTER,<0,0|ZIPWITH,*,0,1",None,False,1000,138.58962059020996,"LIST|HEAD,0|DROP,1,0",0.4
"LIST|FILTER,<0,0|ZIPWITH,*,1,1",None,False,1000,170.731782913208,None,0.0
"LIST|FILTER,>0,0|MAP,*-1,1","LIST|MAP,*-1,0|FILTER,<0,1",True,590,57.35588073730469,None,
"LIST|FILTER,>0,0|TAIL,1","LIST|FILTER,>0,0|TAIL,1",True,835,92.50068664550781,None,
"LIST|FILTER,EVEN,0|MAP,+1,1","LIST|MAP,+1,0|FILTER,ODD,1",True,354,49.225568771362305,None,
"LIST|FILTER,ODD,0|COUNT,>0,1","LIST|FILTER,>0,0|COUNT,ODD,1",True,842,156.05735778808594,None,
"LIST|FILTER,ODD,0|MAP,*4,1",None,False,1000,177.51264572143555,None,0.0
"LIST|INT|MAP,/3,0|ACCESS,1,2",LIST|INT,True,1,0.0,None,
"LIST|INT|SCAN1L,-,0|TAKE,1,2","LIST|INT|TAKE,1,0|SCAN1L,-,2",True,437,49.93700981140137,None,
"LIST|INT|SCAN1L,max,0|TAKE,1,2","LIST|INT|TAKE,1,0|SCAN1L,max,2",True,402,34.06047821044922,None,
"LIST|INT|TAKE,1,0|REVERSE,2","LIST|INT|HEAD,0|REVERSE,0",True,6,0.0,None,
"LIST|INT|TAKE,1,0|SCAN1L,*,2","LIST|INT|HEAD,0|SCAN1L,*,0",True,35,0.0,None,
"LIST|INT|TAKE,1,0|ZIPWITH,+,2,2","LIST|INT|HEAD,0|MAP,*2,0",True,17,0.0,None,
"LIST|LIST|COUNT,<0,0|TAKE,2,1",None,False,1002,173.01011085510254,"LIST|LIST|HEAD,0|DROP,2,1",0.4
"LIST|LIST|FILTER,<0,1|ZIPWITH,max,2,0",None,False,1002,159.23333168029785,"LIST|LIST|TAIL,1|DROP,2,0",0.4
"LIST|LIST|FILTER,<0,1|ZIPWITH,min,2,0",None,False,1002,105.86357116699219,"LIST|LIST|HEAD,0|REVERSE,1",0.2
"LIST|LIST|FILTER,>0,1|ZIPWITH,+,0,2",None,False,1002,94.63143348693848,"LIST|LIST|HEAD,0|TAKE,2,0",0.2
"LIST|LIST|FILTER,ODD,1|ZIPWITH,max,0,2",None,False,1002,133.32056999206543,"LIST|LIST|HEAD,0|TAKE,2,0",0.2
"LIST|LIST|INT|DROP,2,0|ZIPWITH,+,1,3","LIST|LIST|INT|HEAD,0|DROP,2,0",True,22,2.0046234130859375,None,
"LIST|LIST|INT|DROP,2,1|ZIPWITH,+,3,0","LIST|LIST|INT|HEAD,0|DROP,2,0",True,22,2.0041465759277344,None,
"LIST|LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,3,2",None,False,1000,145.5860137939453,None,0.0
"LIST|LIST|LIST|ZIPWITH,*,1,2|ZIPWITH,*,3,0",None,False,1000,148.83852005004883,"LIST|LIST|LIST|HEAD,0|ZIPWITH,-,2,2",0.4
"LIST|LIST|LIST|ZIPWITH,+,1,2|ZIPWITH,+,3,0",None,False,1000,112.37764358520508,None,0.0
"LIST|LIST|LIST|ZIPWITH,+,2,1|ZIPWITH,*,3,0",None,False,1000,158.78057479858398,None,0.0
"LIST|LIST|LIST|ZIPWITH,-,0,1|ZIPWITH,*,3,2",None,False,1000,123.10576438903809,None,0.0
"LIST|LIST|LIST|ZIPWITH,-,1,2|ZIPWITH,+,0,3",None,False,1000,135.4975700378418,None,0.0
"LIST|LIST|LIST|ZIPWITH,min,0,2|ZIPWITH,max,3,1",None,False,1000,88.18793296813965,"LIST|LIST|LIST|HEAD,0|ZIPWITH,max,0,1",0.4
"LIST|LIST|MAP,**2,0|ZIPWITH,*,2,1",None,False,1000,178.82323265075684,"LIST|LIST|HEAD,0|TAKE,2,1",0.2
"LIST|LIST|MAP,*3,0|ZIPWITH,-,2,1",None,False,1000,181.2746524810791,None,0.0
"LIST|LIST|MAP,-1,0|ZIPWITH,*,1,2",None,False,1000,96.58646583557129,None,0.0
"LIST|LIST|MAP,-1,1|ZIPWITH,max,2,0",None,False,1002,92.58651733398438,None,0.0
"LIST|LIST|MAP,/3,0|ZIPWITH,*,1,2",None,False,1000,103.71160507202148,None,0.0
"LIST|LIST|MAP,/3,0|ZIPWITH,-,2,1",None,False,1002,105.70788383483887,None,0.0
"LIST|LIST|MAP,/4,1|ZIPWITH,max,2,0",None,False,1002,159.69038009643555,None,0.0
"LIST|LIST|SCAN1L,-,0|ZIPWITH,*,1,2",None,False,1000,235.8686923980713,"LIST|LIST|HEAD,0|SCAN1L,min,1",0.2
"LIST|LIST|SCAN1L,-,1|ZIPWITH,max,0,2",None,False,1001,114.93492126464844,"LIST|LIST|HEAD,0|ZIPWITH,max,0,1",0.2
"LIST|LIST|SCAN1L,-,1|ZIPWITH,max,2,0",None,False,1001,99.42007064819336,"LIST|LIST|HEAD,0|SCAN1L,-,1",0.2
"LIST|LIST|SORT,1|ZIPWITH,*,0,2",None,False,1000,157.99427032470703,"LIST|LIST|REVERSE,1|ZIPWITH,*,2,0",0.2
"LIST|LIST|TAIL,0|TAKE,2,1","LIST|LIST|TAIL,0|TAKE,2,1",True,189,9.51528549194336,None,
"LIST|LIST|ZIPWITH,*,0,0|ZIPWITH,max,1,2",None,False,1000,167.27089881896973,"LIST|LIST|HEAD,0|MAP,**2,0",0.2
"LIST|LIST|ZIPWITH,*,0,1|FILTER,>0,2",None,False,1000,213.95444869995117,None,0.0
"LIST|LIST|ZIPWITH,*,0,1|REVERSE,2",None,False,1000,166.259765625,None,0.0
"LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,2,2",None,False,1000,158.48255157470703,"LIST|LIST|HEAD,0|ZIPWITH,-,0,0",0.8
"LIST|LIST|ZIPWITH,*,1,0|ZIPWITH,+,1,2",None,False,1000,131.52384757995605,"LIST|LIST|REVERSE,0|ZIPWITH,-,2,1",0.2
"LIST|LIST|ZIPWITH,*,1,1|ZIPWITH,-,0,2",None,False,1001,132.6305866241455,"LIST|LIST|HEAD,0|ZIPWITH,-,0,1",0.2
"LIST|LIST|ZIPWITH,+,0,1|MINIMUM,2",None,False,1002,102.06127166748047,None,0.0
"LIST|LIST|ZIPWITH,-,0,0|ZIPWITH,*,1,2",None,False,1000,99.09749031066895,"LIST|LIST|HEAD,0|ZIPWITH,-,1,1",0.6
"LIST|LIST|ZIPWITH,-,0,0|ZIPWITH,*,2,1",None,False,1000,166.2888526916504,"LIST|LIST|HEAD,0|ZIPWITH,-,1,1",0.8
"LIST|LIST|ZIPWITH,-,0,1|ZIPWITH,*,0,2",None,False,1000,178.5299777984619,None,0.0
"LIST|LIST|ZIPWITH,-,1,0|ZIPWITH,+,2,1",None,False,1000,107.88130760192871,None,0.0
"LIST|LIST|ZIPWITH,max,0,1|MAP,+1,2",None,False,1002,117.45691299438477,None,0.0
"LIST|LIST|ZIPWITH,max,1,0|ZIPWITH,*,1,2",None,False,1000,183.10904502868652,"LIST|LIST|HEAD,0|REVERSE,0",0.2
"LIST|LIST|ZIPWITH,max,1,0|ZIPWITH,min,2,2","LIST|LIST|HEAD,0|ZIPWITH,max,0,1",True,85,21.773576736450195,None,
"LIST|LIST|ZIPWITH,min,0,1|ZIPWITH,min,0,2","LIST|LIST|HEAD,0|ZIPWITH,min,0,1",True,81,6.666898727416992,None,
"LIST|LIST|ZIPWITH,min,1,0|FILTER,EVEN,2",None,False,1002,93.26863288879395,"LIST|LIST|HEAD,0|ZIPWITH,min,0,1",0.2
"LIST|LIST|ZIPWITH,min,1,0|MAP,/4,2",None,False,1002,93.21069717407227,None,0.0
"LIST|MAP,**2,0|FILTER,<0,1","LIST|MAP,*2,0|FILTER,ODD,1",True,552,83.18400382995605,None,
"LIST|MAP,*-1,0|COUNT,>0,1","LIST|HEAD,0|COUNT,<0,0",True,27,3.7031173706054688,None,
"LIST|MAP,*-1,0|SCAN1L,max,1","LIST|MAP,*-1,0|SCAN1L,max,1",True,612,57.90567398071289,None,
"LIST|MAP,*-1,0|TAIL,1","LIST|MAP,*-1,0|TAIL,1",True,557,77.49390602111816,None,
"LIST|MAP,*2,0|SCAN1L,max,1","LIST|MAP,*2,0|SCAN1L,max,1",True,532,73.73785972595215,None,
"LIST|MAP,*2,0|ZIPWITH,*,1,1","LIST|MAP,*2,0|MAP,**2,1",True,536,107.99098014831543,None,
"LIST|MAP,*3,0|ZIPWITH,min,0,1","LIST|MAP,*3,0|ZIPWITH,min,1,0",True,825,111.81139945983887,None,
"LIST|MAP,*4,0|MAP,**2,1",None,False,1000,238.04497718811035,None,0.0
"LIST|MAP,*4,0|REVERSE,1","LIST|REVERSE,0|MAP,*4,1",True,184,20.050764083862305,None,
"LIST|MAP,*4,0|ZIPWITH,-,1,0","LIST|HEAD,0|MAP,*3,0",True,18,2.0046234130859375,None,
