reference,solution,solved,nb_steps,wall_ms,best_partial_solution,best_partial_match_fraction
"LIST|COUNT,<0,0|TAKE,1,0",None,False,1003,128.83496284484863,"LIST|FILTER,<0,0|ZIPWITH,max,1,0",0.4
"LIST|FILTER,<0,0|ZIPWITH,*,0,1",None,False,1000,144.62590217590332,"LIST|ZIPWITH,min,0,0|FILTER,<0,1",0.4
"LIST|FILTER,<0,0|ZIPWITH,*,1,1",None,False,1000,166.73755645751953,None,0.0
"LIST|FILTER,>0,0|MAP,*-1,1","LIST|MAP,*-1,0|FILTER,<0,1",True,444,86.23981475830078,None,
"LIST|FILTER,>0,0|TAIL,1","LIST|FILTER,>0,0|TAIL,1",True,718,78.89080047607422,None,
"LIST|FILTER,EVEN,0|MAP,+1,1","LIST|MAP,+1,0|FILTER,ODD,1",True,188,4.764080047607422,None,
"LIST|FILTER,ODD,0|COUNT,>0,1","LIST|FILTER,>0,0|COUNT,ODD,1",True,706,96.77982330322266,None,
"LIST|FILTER,ODD,0|MAP,*4,1",None,False,1001,160.21227836608887,None,0.0
"LIST|INT|MAP,/3,0|ACCESS,1,2",LIST|INT,True,1,0.0,None,
"LIST|INT|SCAN1L,-,0|TAKE,1,2",None,False,1000,183.75563621520996,"LIST|INT|ZIPWITH,*,0,0|SCAN1L,-,0",0.8
"LIST|INT|SCAN1L,max,0|TAKE,1,2",None,False,1006,155.5037498474121,"LIST|INT|MAP,/4,0|SCAN1L,max,0",0.8
"LIST|INT|TAKE,1,0|REVERSE,2","LIST|INT|MAP,/4,0|REVERSE,0",True,79,27.191638946533203,None,
"LIST|INT|TAKE,1,0|SCAN1L,*,2","LIST|INT|ZIPWITH,*,0,0|SCAN1L,*,0",True,43,8.003711700439453,None,
"LIST|INT|TAKE,1,0|ZIPWITH,+,2,2","LIST|INT|ZIPWITH,min,0,0|ZIPWITH,+,2,2",True,6,1.0006427764892578,None,
"LIST|LIST|COUNT,<0,0|TAKE,2,1",None,False,1000,116.03116989135742,"LIST|LIST|ZIPWITH,min,0,1|ZIPWITH,max,2,1",0.6
"LIST|LIST|FILTER,<0,1|ZIPWITH,max,2,0",None,False,1000,105.86881637573242,"LIST|LIST|ZIPWITH,min,0,0",0.2
"LIST|LIST|FILTER,<0,1|ZIPWITH,min,2,0",None,False,1000,94.90847587585449,"LIST|LIST|ZIPWITH,min,0,0|ZIPWITH,min,2,1",0.2
"LIST|LIST|FILTER,>0,1|ZIPWITH,+,0,2",None,False,1004,110.54539680480957,"LIST|LIST|ZIPWITH,+,0,0|FILTER,EVEN,1",0.2
"LIST|LIST|FILTER,ODD,1|ZIPWITH,max,0,2",None,False,1000,110.02945899963379,"LIST|LIST|ZIPWITH,min,0,0",0.2
"LIST|LIST|INT|DROP,2,0|ZIPWITH,+,1,3","LIST|LIST|INT|ZIPWITH,min,0,0|DROP,2,3",True,125,13.010025024414062,None,
"LIST|LIST|INT|DROP,2,1|ZIPWITH,+,3,0","LIST|LIST|INT|ZIPWITH,min,0,0|DROP,2,3",True,125,17.743349075317383,None,
"LIST|LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,3,2","LIST|LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,3,2",True,221,14.681816101074219,None,
"LIST|LIST|LIST|ZIPWITH,*,1,2|ZIPWITH,*,3,0","LIST|LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,*,3,2",True,206,34.511566162109375,None,
"LIST|LIST|LIST|ZIPWITH,+,1,2|ZIPWITH,+,3,0",None,False,1000,178.4658432006836,None,0.0
"LIST|LIST|LIST|ZIPWITH,+,2,1|ZIPWITH,*,3,0",None,False,1000,124.50957298278809,None,0.0
"LIST|LIST|LIST|ZIPWITH,-,0,1|ZIPWITH,*,3,2",None,False,1000,188.08364868164062,None,0.0
"LIST|LIST|LIST|ZIPWITH,-,1,2|ZIPWITH,+,0,3","LIST|LIST|LIST|ZIPWITH,+,0,1|ZIPWITH,-,3,2",True,237,30.009031295776367,None,
"LIST|LIST|LIST|ZIPWITH,min,0,2|ZIPWITH,max,3,1","LIST|LIST|LIST|ZIPWITH,min,0,2|ZIPWITH,max,3,1",True,436,47.6222038269043,None,
"LIST|LIST|MAP,**2,0|ZIPWITH,*,2,1","LIST|LIST|ZIPWITH,*,0,0|ZIPWITH,*,2,1",True,5,0.0,None,
"LIST|LIST|MAP,*3,0|ZIPWITH,-,2,1",None,False,1001,113.86823654174805,None,0.0
"LIST|LIST|MAP,-1,0|ZIPWITH,*,1,2","LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,2,1",True,166,29.173851013183594,None,
"LIST|LIST|MAP,-1,1|ZIPWITH,max,2,0",None,False,1000,101.83525085449219,None,0.0
"LIST|LIST|MAP,/3,0|ZIPWITH,*,1,2",None,False,1000,148.39625358581543,None,0.0
"LIST|LIST|MAP,/3,0|ZIPWITH,-,2,1",None,False,1000,117.52748489379883,None,0.0
"LIST|LIST|MAP,/4,1|ZIPWITH,max,2,0",None,False,1000,102.49042510986328,None,0.0
