reference,solution,solved,exact_match,program_operation_score,program_position_score,program_sequence_score,program_edit_score,partial_correctness,best_effort_program,best_effort_operation_score,best_effort_position_score,best_effort_sequence_score,best_effort_edit_score,best_effort_partial_correctness,nb_steps,wall_ms
"LIST|COUNT,<0,0|TAKE,1,0",,False,0.0,0.0,0.0,0.0,0.0,0.0,"LIST|FILTER,<0,0|ZIPWITH,max,1,0",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,1003,142.6222324371338
"LIST|FILTER,<0,0|ZIPWITH,*,0,1",,False,0.0,0.0,0.0,0.0,0.0,0.0,"LIST|ZIPWITH,max,0,0|FILTER,<0,1",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,1000,175.2619743347168
"LIST|FILTER,<0,0|ZIPWITH,*,1,1",,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1000,168.51186752319336
"LIST|FILTER,>0,0|MAP,*-1,1","LIST|MAP,*-1,0|FILTER,<0,1",True,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,"LIST|MAP,*-1,0|FILTER,<0,1",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,528,65.14859199523926
"LIST|FILTER,>0,0|TAIL,1","LIST|FILTER,>0,0|TAIL,1",True,1.0,1.0,1.0,1.0,1.0,1.0,"LIST|FILTER,>0,0|TAIL,1",1.0,1.0,1.0,1.0,1.0,556,55.20009994506836
"LIST|FILTER,EVEN,0|MAP,+1,1","LIST|MAP,+1,0|FILTER,ODD,1",True,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,"LIST|MAP,+1,0|FILTER,ODD,1",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,106,14.118194580078123
"LIST|FILTER,ODD,0|COUNT,>0,1","LIST|FILTER,>0,0|COUNT,ODD,1",True,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,"LIST|FILTER,>0,0|COUNT,ODD,1",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,544,57.58857727050781
"LIST|FILTER,ODD,0|MAP,*4,1",,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1000,158.17546844482422
"LIST|INT|MAP,/3,0|ACCESS,1,2",LIST|INT,True,0.0,0.5,0.5,0.5,0.5,0.5,LIST|INT,0.5,0.5,0.5,0.5,0.5,1,0.0
"LIST|INT|SCAN1L,-,0|TAKE,1,2",,False,0.0,0.0,0.0,0.0,0.0,0.0,"LIST|INT|ZIPWITH,*,0,0|SCAN1L,-,0",0.75,0.5,0.5,0.5,0.5625,1000,158.96320343017578
"LIST|INT|SCAN1L,max,0|TAKE,1,2",,False,0.0,0.0,0.0,0.0,0.0,0.0,"LIST|INT|MAP,-1,0|SCAN1L,max,0",0.75,0.5,0.5,0.5,0.5625,1006,110.82935333251952
"LIST|INT|TAKE,1,0|REVERSE,2","LIST|INT|MAP,-1,0|REVERSE,0",True,0.0,0.5,0.5,0.5,0.5,0.5,"LIST|INT|MAP,-1,0|REVERSE,0",0.5,0.5,0.5,0.5,0.5,77,6.14166259765625
