reference,solution,solved,nb_steps,wall_ms,best_partial_solution,best_partial_match_fraction
"LIST|COUNT,<0,0|TAKE,1,0",None,False,1003,142.6222324371338,"LIST|FILTER,<0,0|ZIPWITH,max,1,0",0.4
"LIST|FILTER,<0,0|ZIPWITH,*,0,1",None,False,1000,175.2619743347168,"LIST|ZIPWITH,max,0,0|FILTER,<0,1",0.4
"LIST|FILTER,<0,0|ZIPWITH,*,1,1",None,False,1000,168.51186752319336,None,0.0
"LIST|FILTER,>0,0|MAP,*-1,1","LIST|MAP,*-1,0|FILTER,<0,1",True,528,65.14859199523926,None,
"LIST|FILTER,>0,0|TAIL,1","LIST|FILTER,>0,0|TAIL,1",True,556,55.20009994506836,None,
"LIST|FILTER,EVEN,0|MAP,+1,1","LIST|MAP,+1,0|FILTER,ODD,1",True,106,14.118194580078125,None,
"LIST|FILTER,ODD,0|COUNT,>0,1","LIST|FILTER,>0,0|COUNT,ODD,1",True,544,57.58857727050781,None,
"LIST|FILTER,ODD,0|MAP,*4,1",None,False,1000,158.17546844482422,None,0.0
"LIST|INT|MAP,/3,0|ACCESS,1,2",LIST|INT,True,1,0.0,None,
"LIST|INT|SCAN1L,-,0|TAKE,1,2",None,False,1000,158.96320343017578,"LIST|INT|ZIPWITH,*,0,0|SCAN1L,-,0",0.8
"LIST|INT|SCAN1L,max,0|TAKE,1,2",None,False,1006,110.82935333251953,"LIST|INT|MAP,-1,0|SCAN1L,max,0",0.8
"LIST|INT|TAKE,1,0|REVERSE,2","LIST|INT|MAP,-1,0|REVERSE,0",True,77,6.14166259765625,None,
"LIST|INT|TAKE,1,0|SCAN1L,*,2","LIST|INT|ZIPWITH,*,0,0|SCAN1L,*,0",True,43,4.999637603759766,None,
"LIST|INT|TAKE,1,0|ZIPWITH,+,2,2","LIST|INT|ZIPWITH,max,0,0|ZIPWITH,+,2,2",True,10,1.001119613647461,None,
"LIST|LIST|COUNT,<0,0|TAKE,2,1",None,False,1001,144.62590217590332,"LIST|LIST|ZIPWITH,max,0,1|ZIPWITH,min,2,1",0.6
"LIST|LIST|FILTER,<0,1|ZIPWITH,max,2,0",None,False,1000,135.90598106384277,"LIST|LIST|ZIPWITH,max,0,0",0.2
"LIST|LIST|FILTER,<0,1|ZIPWITH,min,2,0",None,False,1000,146.53253555297852,"LIST|LIST|ZIPWITH,max,0,0|ZIPWITH,max,1,1",0.2
"LIST|LIST|FILTER,>0,1|ZIPWITH,+,0,2",None,False,1002,121.38986587524414,"LIST|LIST|ZIPWITH,-,0,0|FILTER,>0,2",0.2
"LIST|LIST|FILTER,ODD,1|ZIPWITH,max,0,2",None,False,1000,176.13458633422852,"LIST|LIST|ZIPWITH,max,0,0",0.2
"LIST|LIST|INT|DROP,2,0|ZIPWITH,+,1,3","LIST|LIST|INT|ZIPWITH,max,0,0|DROP,2,3",True,107,17.21477508544922,None,
"LIST|LIST|INT|DROP,2,1|ZIPWITH,+,3,0","LIST|LIST|INT|ZIPWITH,+,0,0|FILTER,ODD,3",True,98,14.395952224731445,None,
"LIST|LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,3,2","LIST|LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,3,2",True,221,15.984058380126953,None,
"LIST|LIST|LIST|ZIPWITH,*,1,2|ZIPWITH,*,3,0","LIST|LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,*,3,2",True,206,15.984058380126953,None,
"LIST|LIST|LIST|ZIPWITH,+,1,2|ZIPWITH,+,3,0",None,False,1000,140.76519012451172,None,0.0
"LIST|LIST|LIST|ZIPWITH,+,2,1|ZIPWITH,*,3,0",None,False,1000,138.5505199432373,None,0.0
"LIST|LIST|LIST|ZIPWITH,-,0,1|ZIPWITH,*,3,2",None,False,1000,155.04717826843262,None,0.0
"LIST|LIST|LIST|ZIPWITH,-,1,2|ZIPWITH,+,0,3","LIST|LIST|LIST|ZIPWITH,-,0,2|ZIPWITH,+,3,1",True,436,84.52534675598145,None,
"LIST|LIST|LIST|ZIPWITH,min,0,2|ZIPWITH,max,3,1",None,False,1000,112.15496063232422,"LIST|LIST|LIST|ZIPWITH,max,0,0|ZIPWITH,max,3,1",0.4
"LIST|LIST|MAP,**2,0|ZIPWITH,*,2,1","LIST|LIST|ZIPWITH,*,0,0|ZIPWITH,*,2,1",True,5,0.0,None,
"LIST|LIST|MAP,*3,0|ZIPWITH,-,2,1",None,False,1001,205.11245727539062,None,0.0
"LIST|LIST|MAP,-1,0|ZIPWITH,*,1,2","LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,2,1",True,157,35.09783744812012,None,
"LIST|LIST|MAP,-1,1|ZIPWITH,max,2,0",None,False,1000,102.05507278442383,None,0.0
"LIST|LIST|MAP,/3,0|ZIPWITH,*,1,2",None,False,1000,236.4058494567871,None,0.0
"LIST|LIST|MAP,/3,0|ZIPWITH,-,2,1",None,False,1000,108.73126983642578,None,0.0
"LIST|LIST|MAP,/4,1|ZIPWITH,max,2,0",None,False,1000,86.85016632080078,None,0.0
"LIST|LIST|SCAN1L,-,0|ZIPWITH,*,1,2",None,False,1000,148.41532707214355,"LIST|LIST|ZIPWITH,*,0,0|ZIPWITH,*,2,1",0.2
"LIST|LIST|SCAN1L,-,1|ZIPWITH,max,0,2",None,False,1000,171.97513580322266,"LIST|LIST|ZIPWITH,max,0,0|ZIPWITH,max,2,1",0.2
"LIST|LIST|SCAN1L,-,1|ZIPWITH,max,2,0",None,False,1000,139.8155689239502,"LIST|LIST|ZIPWITH,max,0,0|ZIPWITH,max,2,1",0.2
"LIST|LIST|SORT,1|ZIPWITH,*,0,2",None,False,1000,123.14844131469727,None,0.0
"LIST|LIST|TAIL,0|TAKE,2,1",None,False,1000,116.31011962890625,"LIST|LIST|ZIPWITH,max,0,0|ZIPWITH,max,1,1",0.2
"LIST|LIST|ZIPWITH,*,0,0|ZIPWITH,max,1,2",None,False,1000,155.7905673980713,"LIST|LIST|ZIPWITH,max,0,0|ZIPWITH,*,2,2",0.2
"LIST|LIST|ZIPWITH,*,0,1|FILTER,>0,2","LIST|LIST|ZIPWITH,*,0,1|FILTER,>0,2",True,227,31.584978103637695,None,
"LIST|LIST|ZIPWITH,*,0,1|REVERSE,2","LIST|LIST|ZIPWITH,*,0,1|REVERSE,2",True,242,60.1649284362793,None,
"LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,2,2","LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,2,2",True,155,25.122404098510742,None,
"LIST|LIST|ZIPWITH,*,1,0|ZIPWITH,+,1,2","LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,+,2,1",True,157,25.042057037353516,None,
"LIST|LIST|ZIPWITH,*,1,1|ZIPWITH,-,0,2","LIST|LIST|ZIPWITH,*,1,1|ZIPWITH,-,0,2",True,14,2.000093460083008,None,
"LIST|LIST|ZIPWITH,+,0,1|MINIMUM,2","LIST|LIST|ZIPWITH,+,0,1|MINIMUM,2",True,809,116.02139472961426,None,
"LIST|LIST|ZIPWITH,-,0,0|ZIPWITH,*,1,2","LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,2,2",True,146,31.229257583618164,None,
"LIST|LIST|ZIPWITH,-,0,0|ZIPWITH,*,2,1","LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,2,2",True,146,41.252851486206055,None,
"LIST|LIST|ZIPWITH,-,0,1|ZIPWITH,*,0,2","LIST|LIST|ZIPWITH,-,0,1|ZIPWITH,*,2,0",True,679,108.37173461914062,None,
"LIST|LIST|ZIPWITH,-,1,0|ZIPWITH,+,2,1","LIST|LIST|ZIPWITH,-,0,1|ZIPWITH,-,1,2",True,152,5.759477615356445,None,
"LIST|LIST|ZIPWITH,max,0,1|MAP,+1,2","LIST|LIST|ZIPWITH,max,0,1|MAP,+1,2",True,185,33.203840255737305,None,
"LIST|LIST|ZIPWITH,max,1,0|ZIPWITH,*,1,2",None,False,1000,156.98528289794922,"LIST|LIST|ZIPWITH,*,0,0",0.2
"LIST|LIST|ZIPWITH,max,1,0|ZIPWITH,min,2,2","LIST|LIST|ZIPWITH,max,0,0|ZIPWITH,max,2,1",True,5,0.0,None,
"LIST|LIST|ZIPWITH,min,0,1|ZIPWITH,min,0,2","LIST|LIST|ZIPWITH,max,0,0|ZIPWITH,min,2,1",True,13,5.01561164855957,None,
"LIST|LIST|ZIPWITH,min,1,0|FILTER,EVEN,2","LIST|LIST|ZIPWITH,min,0,1|FILTER,EVEN,2",True,755,81.7422866821289,None,
"LIST|LIST|ZIPWITH,min,1,0|MAP,/4,2","LIST|LIST|ZIPWITH,min,0,1|MAP,/4,2",True,998,95.97325325012207,None,
"LIST|MAP,**2,0|FILTER,<0,1","LIST|MAP,**2,0|FILTER,<0,1",True,188,29.902219772338867,None,
"LIST|MAP,*-1,0|COUNT,>0,1","LIST|MAP,-1,0|COUNT,<0,1",True,66,4.523515701293945,None,
"LIST|MAP,*-1,0|SCAN1L,max,1","LIST|MAP,*-1,0|SCAN1L,max,1",True,290,47.18732833862305,None,
"LIST|MAP,*-1,0|TAIL,1","LIST|MAP,*-1,0|TAIL,1",True,396,47.18732833862305,None,
"LIST|MAP,*2,0|SCAN1L,max,1","LIST|ZIPWITH,+,0,0|SCAN1L,max,1",True,130,15.697717666625977,None,
"LIST|MAP,*2,0|ZIPWITH,*,1,1","LIST|ZIPWITH,*,0,0|MAP,*4,1",True,118,15.697717666625977,None,
"LIST|MAP,*3,0|ZIPWITH,min,0,1","LIST|MAP,*3,0|ZIPWITH,min,1,0",True,340,43.78104209899902,None,
"LIST|MAP,*4,0|MAP,**2,1",None,False,1000,151.9949436187744,None,0.0
"LIST|MAP,*4,0|REVERSE,1","LIST|MAP,*4,0|REVERSE,1",True,710,108.45303535461426,None,
"LIST|MAP,*4,0|ZIPWITH,-,1,0","LIST|ZIPWITH,+,0,0|ZIPWITH,+,1,0",True,8,15.929937362670898,None,
"LIST|MAP,+1,0|COUNT,>0,1","LIST|MAP,-1,0|COUNT,>0,1",True,60,0.0,None,
"LIST|MAP,+1,0|REVERSE,1","LIST|MAP,+1,0|REVERSE,1",True,310,49.942970275878906,None,
"LIST|MAP,+1,0|ZIPWITH,max,1,0","LIST|ZIPWITH,max,0,0|MAP,+1,1",True,24,2.0072460174560547,None,
