reference,solution,solved,nb_steps,wall_ms,best_partial_solution,best_partial_match_fraction
"LIST|COUNT,<0,0|TAKE,1,0",None,False,1000,152.5115966796875,"LIST|FILTER,<0,0|ZIPWITH,max,1,0",0.4
"LIST|FILTER,<0,0|ZIPWITH,*,0,1",None,False,1000,140.34700393676758,"LIST|HEAD,0|DROP,1,0",0.4
"LIST|FILTER,<0,0|ZIPWITH,*,1,1",None,False,1000,244.66276168823242,None,0.0
"LIST|FILTER,>0,0|MAP,*-1,1","LIST|MAP,*-1,0|FILTER,<0,1",True,590,84.67817306518555,None,
"LIST|FILTER,>0,0|TAIL,1","LIST|FILTER,>0,0|TAIL,1",True,835,166.77474975585938,None,
"LIST|FILTER,EVEN,0|MAP,+1,1","LIST|MAP,+1,0|FILTER,ODD,1",True,354,61.95211410522461,None,
"LIST|FILTER,ODD,0|COUNT,>0,1","LIST|FILTER,>0,0|COUNT,ODD,1",True,842,125.80347061157227,None,
"LIST|FILTER,ODD,0|MAP,*4,1",None,False,1000,142.66490936279297,None,0.0
"LIST|INT|MAP,/3,0|ACCESS,1,2",LIST|INT,True,1,0.0,None,
"LIST|INT|SCAN1L,-,0|TAKE,1,2","LIST|INT|TAKE,1,0|SCAN1L,-,2",True,437,110.59236526489258,None,
"LIST|INT|SCAN1L,max,0|TAKE,1,2","LIST|INT|TAKE,1,0|SCAN1L,max,2",True,402,41.23663902282715,None,
"LIST|INT|TAKE,1,0|REVERSE,2","LIST|INT|HEAD,0|REVERSE,0",True,6,2.0084381103515625,None,
"LIST|INT|TAKE,1,0|SCAN1L,*,2","LIST|INT|HEAD,0|SCAN1L,*,0",True,35,6.800651550292969,None,
"LIST|INT|TAKE,1,0|ZIPWITH,+,2,2","LIST|INT|HEAD,0|MAP,*2,0",True,17,2.0143985748291016,None,
"LIST|LIST|COUNT,<0,0|TAKE,2,1",None,False,1002,130.78999519348145,"LIST|LIST|HEAD,0|DROP,2,1",0.4
"LIST|LIST|FILTER,<0,1|ZIPWITH,max,2,0",None,False,1002,133.59403610229492,"LIST|LIST|TAIL,1|DROP,2,0",0.4
"LIST|LIST|FILTER,<0,1|ZIPWITH,min,2,0",None,False,1002,124.19486045837402,"LIST|LIST|HEAD,0|REVERSE,1",0.2
"LIST|LIST|FILTER,>0,1|ZIPWITH,+,0,2",None,False,1002,139.9071216583252,"LIST|LIST|HEAD,0|TAKE,2,0",0.2
"LIST|LIST|FILTER,ODD,1|ZIPWITH,max,0,2",None,False,1002,119.82202529907227,"LIST|LIST|HEAD,0|TAKE,2,0",0.2
"LIST|LIST|INT|DROP,2,0|ZIPWITH,+,1,3","LIST|LIST|INT|HEAD,0|DROP,2,0",True,22,6.018877029418945,None,
"LIST|LIST|INT|DROP,2,1|ZIPWITH,+,3,0","LIST|LIST|INT|HEAD,0|DROP,2,0",True,22,5.019187927246094,None,
"LIST|LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,3,2",None,False,1000,127.05326080322266,None,0.0
"LIST|LIST|LIST|ZIPWITH,*,1,2|ZIPWITH,*,3,0",None,False,1000,139.90402221679688,"LIST|LIST|LIST|HEAD,0|ZIPWITH,-,2,2",0.4
"LIST|LIST|LIST|ZIPWITH,+,1,2|ZIPWITH,+,3,0",None,False,1000,205.7647705078125,None,0.0
"LIST|LIST|LIST|ZIPWITH,+,2,1|ZIPWITH,*,3,0",None,False,1000,206.94804191589355,None,0.0
"LIST|LIST|LIST|ZIPWITH,-,0,1|ZIPWITH,*,3,2",None,False,1000,158.6613655090332,None,0.0
"LIST|LIST|LIST|ZIPWITH,-,1,2|ZIPWITH,+,0,3",None,False,1000,133.00752639770508,None,0.0
"LIST|LIST|LIST|ZIPWITH,min,0,2|ZIPWITH,max,3,1",None,False,1000,106.86063766479492,"LIST|LIST|LIST|HEAD,0|ZIPWITH,max,0,1",0.4
"LIST|LIST|MAP,**2,0|ZIPWITH,*,2,1",None,False,1000,120.29600143432617,"LIST|LIST|HEAD,0|TAKE,2,1",0.2
"LIST|LIST|MAP,*3,0|ZIPWITH,-,2,1",None,False,1000,139.09482955932617,None,0.0
"LIST|LIST|MAP,-1,0|ZIPWITH,*,1,2",None,False,1000,147.16339111328125,None,0.0
"LIST|LIST|MAP,-1,1|ZIPWITH,max,2,0",None,False,1002,155.0748348236084,None,0.0
"LIST|LIST|MAP,/3,0|ZIPWITH,*,1,2",None,False,1000,144.53506469726562,None,0.0
"LIST|LIST|MAP,/3,0|ZIPWITH,-,2,1",None,False,1002,169.94690895080566,None,0.0
"LIST|LIST|MAP,/4,1|ZIPWITH,max,2,0",None,False,1002,101.83978080749512,None,0.0
"LIST|LIST|SCAN1L,-,0|ZIPWITH,*,1,2",None,False,1000,156.4781665802002,"LIST|LIST|HEAD,0|SCAN1L,min,1",0.2
"LIST|LIST|SCAN1L,-,1|ZIPWITH,max,0,2",None,False,1001,142.1830654144287,"LIST|LIST|HEAD,0|ZIPWITH,max,0,1",0.2
"LIST|LIST|SCAN1L,-,1|ZIPWITH,max,2,0",None,False,1001,164.45088386535645,"LIST|LIST|HEAD,0|SCAN1L,-,1",0.2
"LIST|LIST|SORT,1|ZIPWITH,*,0,2",None,False,1000,165.46177864074707,"LIST|LIST|REVERSE,1|ZIPWITH,*,2,0",0.2
"LIST|LIST|TAIL,0|TAKE,2,1","LIST|LIST|TAIL,0|TAKE,2,1",True,189,20.68161964416504,None,
"LIST|LIST|ZIPWITH,*,0,0|ZIPWITH,max,1,2",None,False,1000,104.92396354675293,"LIST|LIST|HEAD,0|MAP,**2,0",0.2
"LIST|LIST|ZIPWITH,*,0,1|FILTER,>0,2",None,False,1000,176.81026458740234,None,0.0
"LIST|LIST|ZIPWITH,*,0,1|REVERSE,2",None,False,1000,214.13755416870117,None,0.0
"LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,2,2",None,False,1000,203.86052131652832,"LIST|LIST|HEAD,0|ZIPWITH,-,0,0",0.8
"LIST|LIST|ZIPWITH,*,1,0|ZIPWITH,+,1,2",None,False,1000,158.88524055480957,"LIST|LIST|REVERSE,0|ZIPWITH,-,2,1",0.2
"LIST|LIST|ZIPWITH,*,1,1|ZIPWITH,-,0,2",None,False,1001,152.68421173095703,"LIST|LIST|HEAD,0|ZIPWITH,-,0,1",0.2
"LIST|LIST|ZIPWITH,+,0,1|MINIMUM,2",None,False,1002,94.5284366607666,None,0.0
"LIST|LIST|ZIPWITH,-,0,0|ZIPWITH,*,1,2",None,False,1000,113.22927474975586,"LIST|LIST|HEAD,0|ZIPWITH,-,1,1",0.6
"LIST|LIST|ZIPWITH,-,0,0|ZIPWITH,*,2,1",None,False,1000,218.91379356384277,"LIST|LIST|HEAD,0|ZIPWITH,-,1,1",0.8
"LIST|LIST|ZIPWITH,-,0,1|ZIPWITH,*,0,2",None,False,1000,194.35763359069824,None,0.0
"LIST|LIST|ZIPWITH,-,1,0|ZIPWITH,+,2,1",None,False,1000,106.89377784729004,None,0.0
"LIST|LIST|ZIPWITH,max,0,1|MAP,+1,2",None,False,1002,85.06345748901367,None,0.0
"LIST|LIST|ZIPWITH,max,1,0|ZIPWITH,*,1,2",None,False,1000,137.36271858215332,"LIST|LIST|HEAD,0|REVERSE,0",0.2
"LIST|LIST|ZIPWITH,max,1,0|ZIPWITH,min,2,2","LIST|LIST|HEAD,0|ZIPWITH,max,0,1",True,85,1.0120868682861328,None,
"LIST|LIST|ZIPWITH,min,0,1|ZIPWITH,min,0,2","LIST|LIST|HEAD,0|ZIPWITH,min,0,1",True,81,10.287284851074219,None,
"LIST|LIST|ZIPWITH,min,1,0|FILTER,EVEN,2",None,False,1002,178.8501739501953,"LIST|LIST|HEAD,0|ZIPWITH,min,0,1",0.2
"LIST|LIST|ZIPWITH,min,1,0|MAP,/4,2",None,False,1002,91.28832817077637,None,0.0
"LIST|MAP,**2,0|FILTER,<0,1","LIST|MAP,*2,0|FILTER,ODD,1",True,552,113.69109153747559,None,
"LIST|MAP,*-1,0|COUNT,>0,1","LIST|HEAD,0|COUNT,<0,0",True,27,0.0,None,
"LIST|MAP,*-1,0|SCAN1L,max,1","LIST|MAP,*-1,0|SCAN1L,max,1",True,612,47.971487045288086,None,
"LIST|MAP,*-1,0|TAIL,1","LIST|MAP,*-1,0|TAIL,1",True,557,47.971487045288086,None,
"LIST|MAP,*2,0|SCAN1L,max,1","LIST|MAP,*2,0|SCAN1L,max,1",True,532,118.0257797241211,None,
"LIST|MAP,*2,0|ZIPWITH,*,1,1","LIST|MAP,*2,0|MAP,**2,1",True,536,88.96207809448242,None,
"LIST|MAP,*3,0|ZIPWITH,min,0,1","LIST|MAP,*3,0|ZIPWITH,min,1,0",True,825,122.09510803222656,None,
"LIST|MAP,*4,0|MAP,**2,1",None,False,1000,225.80218315124512,None,0.0
"LIST|MAP,*4,0|REVERSE,1","LIST|REVERSE,0|MAP,*4,1",True,184,25.182008743286133,None,
"LIST|MAP,*4,0|ZIPWITH,-,1,0","LIST|HEAD,0|MAP,*3,0",True,18,1.9991397857666016,None,
"LIST|MAP,+1,0|COUNT,>0,1","LIST|HEAD,0|COUNT,>0,0",True,26,1.955270767211914,None,
"LIST|MAP,+1,0|REVERSE,1","LIST|REVERSE,0|MAP,+1,1",True,168,16.778230667114258,None,
"LIST|MAP,+1,0|ZIPWITH,max,1,0","LIST|HEAD,0|MAP,+1,0",True,12,1.0228157043457031,None,
"LIST|MAP,-1,0|FILTER,>0,1","LIST|MAP,-1,0|FILTER,>0,1",True,428,48.39897155761719,None,
"LIST|MAP,-1,0|FILTER,ODD,1","LIST|MAP,-1,0|FILTER,ODD,1",True,434,46.184539794921875,None,
"LIST|MAP,/2,0|ZIPWITH,max,1,1","LIST|HEAD,0|MAP,/2,0",True,15,2.7840137481689453,None,
"LIST|MAP,/4,0|HEAD,1","LIST|MAP,/4,0|HEAD,1",True,715,108.15024375915527,None,
"LIST|MAP,/4,0|MAXIMUM,1","LIST|MAP,/4,0|MAXIMUM,1",True,721,123.80838394165039,None,
"LIST|MAP,/4,0|ZIPWITH,min,1,1","LIST|HEAD,0|MAP,/4,0",True,21,1.089334487915039,None,
"LIST|REVERSE,0|MAP,/4,1","LIST|REVERSE,0|MAP,/4,1",True,186,24.178504943847656,None,
"LIST|REVERSE,0|ZIPWITH,*,1,1","LIST|REVERSE,0|MAP,**2,1",True,178,39.27445411682129,None,
"LIST|SCAN1L,*,0|ZIPWITH,max,1,0",None,False,1000,185.6095790863037,"LIST|HEAD,0|SCAN1L,*,0",0.8
"LIST|SCAN1L,+,0|MAP,*3,1","LIST|MAP,*3,0|SCAN1L,+,1",True,882,129.95243072509766,None,
"LIST|SCAN1L,+,0|MAP,/4,1",None,False,1000,128.9534568786621,None,0.0
"LIST|SCAN1L,-,0|FILTER,<0,1",None,False,1000,161.68689727783203,"LIST|MINIMUM,0|TAKE,1,0",0.2
"LIST|SCAN1L,max,0|MAP,/3,1","LIST|MAP,/3,0|SCAN1L,max,1",True,692,80.65414428710938,None,
"LIST|SCAN1L,max,0|ZIPWITH,min,1,0","LIST|HEAD,0|ZIPWITH,min,0,0",True,38,4.046916961669922,None,
"LIST|SCAN1L,min,0|SCAN1L,*,1",None,False,1000,221.70400619506836,"LIST|HEAD,0|SCAN1L,*,0",0.6
"LIST|SORT,0|ZIPWITH,max,0,1","LIST|SORT,0|ZIPWITH,max,1,0",True,311,28.902292251586914,None,
"LIST|TAIL,0|TAKE,1,0","LIST|TAIL,0|TAKE,1,0",True,47,5.022525787353516,None,
"LIST|ZIPWITH,*,0,0|MAP,/2,1","LIST|MAP,**2,0|MAP,/2,1",True,773,122.19500541687012,None,
"LIST|ZIPWITH,+,0,0|MAP,*3,1","LIST|MAP,*2,0|MAP,*3,1",True,538,103.66082191467285,None,
"LIST|ZIPWITH,+,0,0|SCAN1L,-,1","LIST|MAP,*2,0|SCAN1L,-,1",True,564,61.84053421020508,None,
"LIST|ZIPWITH,+,0,0|ZIPWITH,max,0,1","LIST|MAP,*2,0|ZIPWITH,max,1,0",True,551,91.59970283508301,None,
"LIST|ZIPWITH,-,0,0|MAP,/4,1","LIST|HEAD,0|ZIPWITH,-,0,0",True,36,4.511117935180664,None,
"LIST|ZIPWITH,-,0,0|MAXIMUM,1","LIST|MAP,*2,0|COUNT,ODD,1",True,560,80.68442344665527,None,
"LIST|ZIPWITH,-,0,0|ZIPWITH,+,1,0","LIST|HEAD,0|ZIPWITH,min,0,0",True,38,5.001544952392578,None,
"LIST|ZIPWITH,max,0,0|COUNT,>0,1","LIST|HEAD,0|COUNT,>0,0",True,26,3.3185482025146484,None,
"LIST|ZIPWITH,max,0,0|TAIL,1","LIST|HEAD,0|TAIL,0",True,3,1.4464855194091797,None,
"LIST|ZIPWITH,max,0,0|ZIPWITH,+,1,0","LIST|HEAD,0|MAP,*2,0",True,14,2.6645660400390625,None,
"LIST|ZIPWITH,min,0,0|FILTER,>0,1","LIST|HEAD,0|FILTER,>0,0",True,22,3.4601688385009766,None,
"LIST|ZIPWITH,min,0,0|ZIPWITH,*,1,0","LIST|HEAD,0|MAP,**2,0",True,17,4.000186920166016,None,
"LIST|ZIPWITH,min,0,0|ZIPWITH,min,1,0","LIST|HEAD,0|ZIPWITH,min,0,0",True,38,7.662296295166016,None,
